id,host_id,number_of_reviews,raw_rating,m0_unpooled,m1_approachA,m2_approachB,m3_approachC
922351083405004241,5159168,9,4.89,4.783196236130489,4.665482609732642,4.736459374681264,4.682181821887523
932500257023385827,45546582,1,5,4.226122222422537,4.5005904680501665,4.4941389172150075,4.593410508965236
929470553085091084,53807062,14,4.93,4.8587818749325775,4.7119694430116,4.784333585967246,4.758579248009459
930408227701960564,132857910,11,4.91,4.821519715335766,4.684392324138781,4.761205181483798,4.757787993499559
931182516546192654,16123823,2,5,4.512723704035251,4.544677406372983,4.570541397668805,4.659449979392047
933958760650033051,525245643,44,4.75,4.7392998146611935,4.7366908702344155,4.7434519692049975,4.760772825214518
934517152119895894,199422546,15,4.73,4.67717530926778,4.673847087430572,4.7067648380393745,4.729469734020642
942723431225969033,242045977,9,4.67,4.5848485628054885,4.632245277957642,4.625129256790031,4.6968826931282
936766201734514986,4954454,45,4.82,4.807129736421756,4.76802672222181,4.798037066330301,4.803992721450088
943262432591740434,126908133,75,4.56,4.557421826909048,4.63784979919474,4.636541339628125,4.471633092665524
941073007255709447,527211325,13,5,4.9103783142912825,4.718000471754444,4.775000096724512,4.803502227614114
944054303265751249,376378762,3,4.33,4.177637970101513,4.540262721416404,4.4417382733875135,4.400151387224325
946853892739117856,65889173,7,5,4.837511151094864,4.654470477413782,4.7132922058163995,4.753193536953204
947629251970227104,3109728,60,4.68,4.669680930093208,4.708979558651207,4.705611366361004,4.681747999396574
947676763211648135,3109728,33,4.64,4.6254748621897415,4.679173171855019,4.6881179338254695,4.6548466886851925
948434279635964043,3109728,54,4.63,4.6236875243971784,4.679789015496698,4.6838110511194815,4.67651382356317
948434554472233490,3109728,53,4.6,4.594944081702081,4.665086809664123,4.679943743385587,4.674479934544581
948435094816432993,3109728,26,4.58,4.5607689843289965,4.649488476527262,4.638017452847499,4.64280995734832
952088496274428707,132503751,2,5,4.515001269760251,4.5474098648979835,4.575513824556447,4.656576614615442
949190816881382130,450528902,7,4.71,4.603204078669864,4.618158110013781,4.58803642975569,4.368015748419845
953388176988378110,376378762,5,4.4,4.307638294263804,4.567209189039334,4.533175881926658,4.423093516141066
949902124533971909,317985527,14,4.21,4.194898650982578,4.554264750786599,4.473922594816481,4.468242068975066
954101542774918207,30396063,8,4.38,4.321737557585679,4.582058841143619,4.611035938820059,4.663892404956591
954216430249013554,376378762,1,5,4.213507353972537,4.495549598825166,4.496798084177857,4.349687639795148
954318887662503380,530880592,12,4,4.003458093851941,4.514216540612039,4.4280152635258005,4.417334908024938
967163876317351630,77352565,58,4.93,4.919228199865913,4.841115449761944,4.8631780720284405,4.89490235770887
956359498516834049,530880592,6,3.67,3.7165827257642268,4.495847141089222,4.397578056600198,4.385865459566323
968878280206734921,534539300,1,5,4.230589886472537,4.500489131075166,4.494723751751206,4.615318448850361
973348218468008659,1344631,37,4.84,4.817071623695771,4.766094872638111,4.820234131094134,4.810737343687411
957897507406106224,5159168,4,4,3.962567113172965,4.528819926245801,4.487709844025322,4.6427521878677425
974607877832317825,162523434,2,5,4.505384214935251,4.550770455547983,4.577113469378801,4.684005340152831
976145338071381948,29390733,37,4.76,4.745262713520771,4.728312687763111,4.767055158300605,4.7340027624278624
982486917525311709,450528902,1,5,4.218154052547537,4.500138604000166,4.500470014415578,4.278095488696966
982602034839080372,44498654,26,4.77,4.743361163778997,4.714745205602262,4.780095112838391,4.760734213349235
979417735202528065,525256637,5,4.6,4.454334148888805,4.585533874164334,4.526459514460454,4.509126392166259
983168588874222250,507885601,62,4.84,4.825563505375215,4.796494291279809,4.8345692888138085,4.82374105257137
988478763705302099,29390733,31,4.65,4.638373988112502,4.677656449856992,4.677347925300986,4.724615023523687
988852314063637533,301321596,57,5,4.98467872302683,4.877727632853291,4.892828449808041,4.923441806949221
984112053687962476,357313258,17,4.82,4.7735834437048785,4.701777752003622,4.722857589639733,4.766145291843912
984586718065107887,30764926,3,5,4.646868093676513,4.580461072691405,4.623631478663379,4.777196592340488
984712273692763002,2215101,2,4.5,4.208935080360251,4.529784878947984,4.5753889403962225,4.627206768747969
985909189546704433,77048367,42,5,4.978517938961554,4.847573787477837,4.872559883677734,4.909384092997375
986204180082676790,20900462,31,4.94,4.912192534612501,4.792822360156992,4.851044404513477,4.850267888476051
991042055414981912,538262651,3,5,4.645238797701513,4.582715755616404,4.62185616190835,4.687858539956306
997195594183591223,444801189,51,4.04,4.0475324984838545,4.37827568576986,4.260491165272863,4.156445667675325
993237685679989694,536783854,1,4,3.8000760214475373,4.479602823325166,4.499017196583317,4.583709603012582
1002606619297839733,490072858,1,2,2.896487048282537,4.436408372325166,4.2479145889947025,4.524022536732501
998192150610665028,83501655,1,5,4.218906183747537,4.500782469450166,4.49416831363905,4.61825224933623
1004064888383226516,12656715,2,5,4.508803580185251,4.549137107297984,4.574383822737833,4.656289458672142
995638673223149306,521399150,71,4.83,4.8221303765100165,4.799197728899756,4.815461349607797,4.810077498202786
999854824366659720,507455643,15,4.73,4.679121096317781,4.675049421830572,4.70734689385804,4.784943522804842
1006294016149284523,79437066,9,5,4.875737782380489,4.682887728932642,4.736944634168672,4.661775737088755
1006303189782433649,223328645,1,5,4.227339768447537,4.499746769700166,4.496082503120252,4.61770507497488
1006423948701723262,450528902,3,3,3.2428193419265128,4.463195347466404,4.4468002484867615,4.326344561984632
1008631217155197102,33994432,12,5,4.912632256051941,4.713310633562039,4.76849634408409,4.796120987992276
1010837048972025218,17024842,31,4.97,4.939827839837501,4.804242147781992,4.851260108338203,4.8652311373456945
1014711896434902627,453987649,1,1,2.447993501077537,4.417538576075166,4.250639882850522,4.489942254300001
1024004898033534478,104637239,17,4.82,4.771998837554879,4.701704651753622,4.723340182303858,4.7621264981098586
1022497836411589094,429139117,6,5,4.810878964939227,4.641945320264222,4.698846315324786,4.813547161059462
1025964257667072002,546773733,8,4.38,4.328745159510679,4.580494381143619,4.612317484135092,4.67309708974073
1025982885441793850,86491860,1,5,4.218838462022537,4.496437360050166,4.495680653383036,4.616921412075663
1026758392875628362,4250965,19,4.95,4.900201197172854,4.7482906188870535,4.810791716029194,4.817389782067858
1026886167803080025,526690276,99,4.91,4.902291647143717,4.864454696921256,4.879001255172364,4.858136696383245
1027702781305743736,58672229,49,4.84,4.82771399326719,4.781363138877397,4.802781099852929,4.806086656189984
1030623626345793425,240473406,74,4.22,4.223480415833484,4.432917207985929,4.372284346802687,4.32737843016276
1028840257722836368,266965831,11,4.36,4.318076674010766,4.58193904471378,4.540598197289128,4.546931229861148
1031202037873056577,211122140,16,5,4.932708168823393,4.7416152252914365,4.795733434899341,4.822328683648535
1031365869821227693,176087226,5,4.4,4.295523155988804,4.565563856539334,4.538925050425611,4.589388383893553
1029155491376456342,547436567,16,4.31,4.288342293323393,4.571148198791437,4.516163633890605,4.571869990806262
1029177853126412665,547436567,14,4.64,4.599831836282578,4.645593318111599,4.698554434213244,4.568421269706684
1029566270822346387,527420206,29,4.38,4.370505002603199,4.574314268914127,4.583948592428164,4.570794488503443
1032255778629610216,538885251,3,4.67,4.407760985076513,4.562356390566404,4.617548372675787,4.6616610881457925
1040078679754379129,502056149,73,5,4.989988374924085,4.899309063538534,4.907718884042995,4.945989642386862
1040506578154044024,444801189,9,3.67,3.705816977255489,4.474034129782642,4.342211603295856,4.07742057900662
1042875893598482018,79437066,35,4.6,4.585802953961132,4.661116824852949,4.63605791428643,4.720932230814668
1037510836436891780,502056149,76,4.95,4.944134376648282,4.872310595357688,4.882015552907412,4.945941822356125
1037677965702115179,502056149,81,4.96,4.95395808811344,4.883961027565118,4.8891979338192355,4.949350813892091
1037737232563652643,502056149,169,4.96,4.956903070435028,4.924624067833723,4.917037004298902,4.981373238316322
1041787453373119100,550032475,24,4.17,4.166955468114655,4.513408900884857,4.437523607602536,4.44070107715163
1045373433953987535,426183480,2,4.5,4.197251960110251,4.527414244497984,4.576005253917299,4.576838214772027
1045658483727717972,546773733,10,4.7,4.625926053676519,4.642866333212152,4.646115032778652,4.6843560223245415
1052930414568357321,304485690,70,4.86,4.851251770923845,4.8124315098257675,4.847245450306812,4.83677920496398
1061786159514355182,554524992,39,4.87,4.850012441945259,4.784810772945683,4.825691241522204,4.825522284222782
1062501589210987782,547436567,7,4.43,4.358331017944864,4.587768680163782,4.585030899237327,4.536181792563017
1062535175153339363,500424022,1,5,4.223304972647537,4.496191882225166,4.495692641919741,4.652390083731196
1058644991912146267,124481537,17,4.71,4.670224447204879,4.674013193828622,4.723125304500566,4.722513290502167
1068949974031764008,226522409,31,4.16,4.162652413187502,4.490433560506992,4.358599313226174,4.292346967374583
1070920838587432366,43476494,15,4.73,4.67513981601778,4.672578582205572,4.7070914640435495,4.727107024202551
1074535782040873864,310668602,38,4.97,4.948031455485568,4.824116998234871,4.865817042745462,4.881162081892147
1071019981127383232,43476494,34,4.74,4.724072775392592,4.719507245501439,4.755933187371309,4.765031520488969
1074644225900597289,550032475,28,4.5,4.490761108495292,4.6252418978344165,4.573750534226247,4.451680753730699
1076059772128071339,110181866,5,3.4,3.5038588761888048,4.474014390164334,4.346772727520708,4.499945923223915
1080998139638234454,307835849,8,4.75,4.646346117660679,4.634050082743618,4.730185493166345,4.709307257429876
1081053006222775561,509387733,76,4.92,4.9088589472232815,4.854038430582689,4.853522138411072,4.966352442983932
1081178896335119524,546773733,4,5,4.7116456115229655,4.605774778270801,4.6558715010989005,4.643038562729987
1089920750123148617,536481312,20,4.5,4.4784120354392325,4.6222629075599695,4.6629206784660955,4.6469195749432135
1078833631814885092,7165149,1,5,4.226522317572537,4.497338230075166,4.486419127095001,4.619038172715753
1094103765347655618,450528902,7,4.29,4.2346939427948636,4.567843941738782,4.594296322545276,4.367099170558842
1091914065769260881,550032475,54,4.39,4.391782139397178,4.5511426840216975,4.524389470181331,4.479137326008171
1094994386369550740,198567712,24,5,4.955390877539655,4.787845402934857,4.8321847030334,4.859680886493169
1095825386185728457,507455643,9,4.89,4.779632665280489,4.661778055657642,4.7383007323856035,4.761924011756507
1096065973158586190,376378762,6,4.5,4.396003334089227,4.587867036414222,4.567048614631232,4.431790045375837
1096081260129095657,376378762,10,4.5,4.450251828526518,4.608186982687152,4.645992234767966,4.455397967875237
1099408996071551863,5051588,3,4.33,4.187379806326513,4.541309599191404,4.4441750647834715,4.626913272780106
1102920310854593750,162523434,13,4.77,4.705430199641283,4.676117163854444,4.6846533421881125,4.769438420233482
1100120212700829457,530045075,8,4.63,4.539616546760679,4.618877942218619,4.6097840401270735,4.687424908106316
1110174324396229673,285087928,49,4.92,4.902523789767191,4.822821230352398,4.8476388337979435,4.867475082614696
1110895381172412653,16018048,20,5,4.951313513614233,4.766250538459969,4.814189999404579,4.877821696669157
1117428920373606082,567074965,15,4.93,4.862152324267781,4.719275266605572,4.790208253874807,4.847512549334824
1118799282837615677,550032475,6,4.67,4.544514239039227,4.608747803964222,4.693314482075018,4.380992648300601
1115285644506865913,444801189,13,4.38,4.348022143241282,4.5906269307544445,4.573866447117701,4.0976259488684725
1120145321125327872,568855197,8,5,4.854744355510679,4.670352923118619,4.727414395896694,4.762676457686401
1123120666873370284,32418464,1,1,2.449530861062037,4.418611827050166,4.256374261152026,4.488510317838109
1126783805718235291,219044227,3,5,4.640541726701513,4.578422316291404,4.617468842330961,4.69766494017358
1127479111366606020,545768731,20,4.2,4.192591478589232,4.534809894834969,4.471145739737442,4.496433334107434
1127479135420814197,545768731,2,3.5,3.5819813865852512,4.488800286122983,4.373562924038155,4.393265750653355
1125228268235939822,69169360,51,4.96,4.943127627858854,4.8460699588448595,4.851164728744103,4.891692082062713
1129612054996772297,16018048,13,5,4.920764619141282,4.7182344486794445,4.775376728405344,4.85772307174287
1139110950816700982,23892898,22,4.91,4.86872725174848,4.748283374186598,4.820231217848035,4.815414678564636
1132629100342171286,525256637,2,3,3.294658576585251,4.4714381936229834,4.3706379033171245,4.465657151967336
1136301296452358114,139274235,36,4.83,4.807069414605917,4.761146158953277,4.766265051974931,4.79866788753912
1136430272628020520,176087226,1,5,4.228142611047537,4.496287718975166,4.492124991356551,4.516387168830701
1143474334377519414,43001711,4,4.75,4.531171752872965,4.584262883820801,4.650078439353576,4.675712485843379
1152069646309724166,141215644,17,4.94,4.878761253404878,4.734149166153622,4.802093265220129,4.806281197110988
1148533303072359446,574186754,2,2,2.660244516947751,4.433208797147984,4.1062616188131305,4.24557225143376
1148533377331145828,574186754,1,1,2.450376103212537,4.414569738825166,4.255367417855643,4.214957745311095
1153649967600272030,521399150,57,4.81,4.79921767780183,4.7747581624282915,4.785354251825153,4.799750262745175
1150837097364429336,88977356,46,4.91,4.890409783475261,4.814757380401495,4.843402853260932,4.855023946938358
1155687637016939479,115531705,64,4.81,4.8050649578488205,4.781109656662071,4.798835069666713,4.806222956529776
1155590978848153731,67879182,2,4.5,4.200203342610251,4.527743101422984,4.583274676754595,4.625658842240446
1156289873512198479,30764926,1,5,4.216297943372537,4.500160064400166,4.494582239576448,4.726475969111521
1161609352106143932,45303483,89,4.99,4.980253300622829,4.908898176487895,4.918358686300296,4.942221808953916
1158479362107766260,266965831,3,5,4.6367555798015125,4.583184030891404,4.621284251300912,4.489781239577463
1158549248696437569,525256637,3,4.33,4.173764171151513,4.543255914416404,4.443389450062985,4.485777546441878
1162155837606455699,574186754,2,2,2.661462520890251,4.4274860113729835,4.111822298104857,4.245548748268467
1169353703753529264,240473406,60,4.55,4.544604976318208,4.636386851226207,4.61295682178014,4.327201795122664
1169548984442372834,793088,25,5,4.964323540980073,4.792696622803502,4.834316504147615,4.862705973385747
1178178287383251282,429139117,2,5,4.516460415235251,4.547913273197984,4.5775911110453595,4.763246112318375
1176761963922471966,145338200,133,4.79,4.785563277820181,4.7904639800756685,4.795352647324452,4.791752806872316
1178214247782955039,429139117,1,5,4.221794764797537,4.499289510975166,4.493674170369837,4.731743951986577
1181890397113219660,304485690,17,4.94,4.885827446654878,4.732392384428621,4.798991431718995,4.772324322926442
1178392746616331098,122267707,9,4.89,4.780023450605489,4.664819168607642,4.738513106390634,4.745292693067816
1182367263380961496,577476392,147,4.9,4.8952778558461665,4.875632723743635,4.872503425170204,4.88785810664841
1183802748836943508,547436567,6,4.5,4.398493681614227,4.589170154439222,4.562131085536076,4.529054239843408
1187473510604218118,57261707,8,4.88,4.756833855585679,4.650699942418619,4.725482931780205,4.76571213940313
1187690181923391341,527420206,63,4.62,4.616839058652816,4.673836498846258,4.672717798859103,4.60942260481985
1185617602045719843,11943107,8,5,4.861273311160679,4.6694896549186184,4.72588516052196,4.756977848890781
1188931782581447978,429139117,1,5,4.213241896797537,4.498400537450166,4.496491372227935,4.731956004253381
1188932381059345324,429139117,1,5,4.202771720872537,4.496650010700166,4.4962956508635825,4.732054815129519
1180945483986554701,232614123,20,5,4.945608831564233,4.767129217759969,4.813708051328113,4.878273412667362
1191133709325261312,449647062,37,4.89,4.869766996370771,4.787245665038111,4.817702641978922,4.835456780011865
1189982328778993950,586495487,6,3.83,3.845021999764227,4.514921745864221,4.390442540649474,4.547715149956501
1190382698240950635,202807340,8,4.38,4.321967610310679,4.582059918093619,4.610812969931318,4.670161376810396
1190641412533653440,109855854,12,4.92,4.8395702432519405,4.695851743187039,4.768955724596743,4.775306886224022
1195010526507511753,9895072,2,5,4.501929519335251,4.548849266747983,4.578796304110273,4.659846880872905
1198576064355101848,50531253,18,4.94,4.888451092393203,4.738497648180459,4.80583127974317,4.817201921619248
1198745449366930615,512103531,58,4.84,4.826434553115913,4.7912390300369445,4.8252599180984745,4.80023205072068
1200218105805236684,589683821,1,1,2.446452011341537,4.417173795675166,4.25523729212308,4.48711057951955
1201996822527081929,590137557,18,4.56,4.533766984043202,4.63837510205546,4.644920950043598,4.673117057363568
1201465713543476409,589997828,2,5,4.506971952885251,4.549425711972984,4.576025601313413,4.659501275400779
1201564063862458539,50531253,40,4.85,4.834512227126947,4.775351442182787,4.779387910391612,4.852547671185868
1208434115166212578,567074965,7,5,4.847682846744864,4.658318971463782,4.712023466189787,4.812325001622892
1208816151147394773,18443050,2,5,4.5138725373602515,4.546448587922984,4.576115653101997,4.659026458674257
1204285147395112412,8990717,3,4.67,4.406400774851513,4.5641067626164045,4.623839844607589,4.578426060611878
1206029054703520289,450528902,1,1,2.461453649791037,4.4206457951001665,4.248835303369985,4.276605113368518
1213640057983697894,546598842,96,4.68,4.677263421165083,4.709811461555492,4.703411222040797,4.738585758719577
1213640332916604260,546598842,12,4.5,4.454952987226941,4.6125253069120395,4.562796595823822,4.6448982336589335
1214217735747791171,291080171,5,4.6,4.4549953666638045,4.587026148714334,4.533238663383052,4.667198325164269
1213640333398656935,546598842,24,4.88,4.843151986289655,4.749791350509857,4.772074345830217,4.679881483990853
1213640476818817544,546598842,3,4.67,4.410382171876513,4.561510010691404,4.6155019618353865,4.5823650290095825
1213640743360570000,546598842,22,4.68,4.65184731312348,4.680281396936598,4.683643124000707,4.673829426521391
1216761701839992615,3109728,36,4.78,4.762290560330917,4.737033344753277,4.763224169473284,4.660760762966478
1221129718321029208,523293967,5,4.6,4.452733565013805,4.585549319689334,4.529993102277457,4.672376228535839
1218172317666687754,439156774,4,3.5,3.586549099397965,4.488991789020801,4.288140928900613,4.429657728369223
1223097135826982722,596123380,1,4,3.786207895897537,4.477923355200166,4.497532880545914,4.465556407195745
1223097219052821455,596123380,1,5,4.227312443897537,4.498825324475166,4.493654972919086,4.466210817647925
1223097452675479537,596123380,11,4.18,4.162326896110765,4.551838947288781,4.538051076313986,4.573894719764141
1226961735629058320,3109728,37,4.73,4.713418998570771,4.716400901363111,4.769595581097729,4.660977675091678
1229631307852338541,232614123,29,4.93,4.899480963278199,4.781424245839127,4.792190420753652,4.895297311699612
1230384147129717772,450528902,2,3.5,3.583368640110251,4.489539397622984,4.362657179876648,4.308755841778976
1228029718549970881,25492815,24,4.83,4.796572242739655,4.734237429459856,4.770779903630849,4.785673362089962
1235361486597812288,29390733,17,4.71,4.664064504729879,4.674529046803622,4.726125743882139,4.698518912185654
1232782028187213495,589041179,5,4.8,4.617834747613805,4.604020094189334,4.678580460693523,4.693318460754554
1233278325660312154,538885251,2,4.5,4.208508258735251,4.524370906972984,4.576026931450252,4.642524611812693
1228963890755373531,450528902,1,2,2.891271936522537,4.436073196475166,4.255496812717519,4.2765636897003025
1233401594124988779,42888687,6,4.83,4.672963522239227,4.621011825139222,4.69506506986616,4.708911500892247
1242599514426929895,444801189,3,4.33,4.179138636776513,4.541898307566404,4.442442685196342,4.029502080803345
1242599598674680142,444801189,6,3.67,3.7190975448142267,4.494767927214221,4.393644914751934,4.060075674212589
1242599690527390043,444801189,44,4.32,4.314348696636194,4.531672916359415,4.505455769496731,4.155023266220885
1242599774475604279,444801189,3,2.67,3.0118795073265128,4.446750449516404,4.213419793443041,4.0272369278538385
1238356862296152250,650183776,77,4.66,4.657759332183093,4.696825212052397,4.6807086145274734,4.700709230838871
1239087592369786950,3109728,38,4.68,4.668562510235568,4.6972232746348705,4.714513595766781,4.66149549230309
1243902698483979623,538885251,1,5,4.245805961472537,4.498717462550166,4.494505686486201,4.610496824703734
1239709630772844685,219044227,1,5,4.212714120397537,4.498259647075166,4.500576871898708,4.647156376339016
1244146003211546691,538885251,5,4.6,4.459885454013804,4.587995613939334,4.528608163938844,4.684819437326175
1244363682891199066,651684707,101,4.75,4.746375660963436,4.75629785204816,4.773182017027987,4.76475472118948
1240814017497785758,239120332,1,5,4.216147290072537,4.498803613675166,4.494852453523509,4.639779106285405
1250543868146085451,653251907,1,3,3.330872710297537,4.456654626450166,4.251642259559427,4.14510791679663
1251295691786540006,653251907,1,1,2.457179360847537,4.419991709525166,4.2576036859293085,4.143341471078625
1251688513236099284,653251907,1,3,3.347263337447537,4.459266650725166,4.250102852520689,4.145050745094803
1252919253474370392,653251907,1,1,2.449924551140037,4.418070344250166,4.256289870244831,4.144372919837174
1252923984351406234,653251907,1,4,3.768642585672537,4.474047904275166,4.4954563555022835,4.145800265999511
1252929924477440412,31574706,22,4.95,4.90480904644848,4.762056548411598,4.826297607157207,4.832054723799239
1252943656291499772,653251907,1,4,3.778021253747537,4.476479994750166,4.500806218306313,4.145792463858423
1256388822891435508,202807340,2,5,4.505482614335251,4.551501974347984,4.574245672405102,4.607809117601417
1253564784449627845,653251907,1,1,2.464053761620037,4.416233979550166,4.241786807419188,4.144253870513078
1253587280174778136,653251907,1,4,3.761300118022537,4.479791857375166,4.494346720503972,4.144953824375185
1253599389478313647,653251907,1,2,2.881064637400037,4.439352221175166,4.2476790586864,4.143598612933958
1262776182174362766,413543613,1,4,3.7790930935975373,4.478434984525166,4.5030635659529326,4.586350484588873
1263577187252877964,311130131,1,5,4.231878018497537,4.496888975975166,4.4945569999592685,4.618552265147581
1264609551506252026,41880004,1,5,4.2114565466225375,4.499376476275166,4.501770273949089,4.618450044246353
1265232973260911329,19532465,12,5,4.908197468476941,4.7111322641370394,4.766410364615005,4.795822383302115
1261091786163331413,174706944,26,4.62,4.602150733453996,4.667352059952262,4.712584315769079,4.618557783466721
1268718911799011214,81450735,13,4.92,4.845918599441283,4.701865760904445,4.772988442962836,4.778420850074117
1261645886905055697,74155715,11,5,4.899707447910766,4.70273606473878,4.7598697886140835,4.859680560853013
1274109647192902030,103518243,15,4.67,4.62522796801778,4.658901424980572,4.710112732921712,4.779288052224432
1274564348848796606,11991251,1,5,4.220431583197537,4.494932731075166,4.494138982081148,4.628868766887785
1272652562496603143,595762855,5,5,4.780205288463804,4.6271537768143345,4.671023663370919,4.719403010166136
1280929012000972871,538885251,2,5,4.522940153710251,4.547148599822983,4.576950547844908,4.6422480066984
1277015701208531066,538885251,5,4.8,4.623086137438805,4.606264577789334,4.6747300294108305,4.684642889506725
1282369776939900828,660456356,6,4.5,4.408154517864227,4.586128949389222,4.559725963473254,4.520951454666377
1283188670426635363,429139117,1,5,4.227061340722537,4.4949310609251665,4.494381943538521,4.73187252147466
1283275732602800214,538885251,1,5,4.218209865422537,4.496231493500166,4.494497917998317,4.610967703791752
1279111575605026319,316474752,7,4.71,4.588798775119864,4.619837548188782,4.591341774475172,4.658915271110462
1279125035446904038,316474752,13,4.62,4.571638806441283,4.643444160904445,4.6873881933295385,4.687601639441719
1279139355417265928,316474752,4,3.75,3.772931352522965,4.510601009820801,4.493438898056298,4.631585285262291
1279143339823899368,316474752,24,4.83,4.794495684639655,4.7297414205348565,4.770947544004593,4.716535459107368
1283513667824097724,23868972,3,5,4.631598055426513,4.581948506991404,4.621543374190304,4.669800968230405
1286022413623451010,655901152,33,4.97,4.942967561614742,4.810783996305019,4.855726359569496,4.8993679152734835
1286242325600040217,661312143,18,5,4.942414713018203,4.756003788830459,4.80709125266407,4.8331696769857
1289024455693437874,232614123,15,4.93,4.86663038269278,4.715806548405572,4.789986976722268,4.864680421858018
1287825785921147030,590507550,1,5,4.2269286495475376,4.496771881050166,4.495686188467132,4.597609127542487
1296441062763742451,485046847,1,4,3.790190655447537,4.478590098325166,4.49277866319436,4.537479997283291
1297804211105520099,415596454,3,5,4.649659048326513,4.580828430741404,4.623828130175944,4.684594359971567
1300604048397220539,664330092,50,4.5,4.497089796142786,4.61318500872632,4.61205091163803,4.491033199136317
1293330090935749565,395752083,13,4.46,4.430608525916282,4.607655500754444,4.578573963106883,4.645911514116644
1298625369286348931,444801189,17,3.88,3.8934352493548787,4.460689877178622,4.287862029250549,4.106794882338645
1298625455157042394,444801189,1,5,4.226449497047537,4.496162357850166,4.5001143249393305,3.979534777330039
1298625544628186791,444801189,25,3.84,3.8606683963050723,4.398486552278502,4.247397937046341,4.123202527247914
1298625628151837751,444801189,1,5,4.224683025122537,4.501075586675166,4.505051904894929,3.97889850093239
1298628090967193261,444801189,3,2.67,2.999026986101513,4.443482429641404,4.202492518958277,4.026622941225776
1298628177387041078,444801189,7,4.43,4.353082325494864,4.584251652063782,4.584228366085985,4.068570103956128
1301970091039740173,590507550,1,4,3.7884272227225373,4.476196671400166,4.489404862211291,4.59747286658739
1303714322730633402,540378224,120,4.83,4.8265031006559225,4.816034597024025,4.827074735468422,4.8281737616357026
1302111214917039973,664842180,1,5,4.2127078055225375,4.495110017200166,4.501394214338023,4.6139721481504985
1302215089755313657,17228136,17,5,4.940574784154879,4.7470293009036215,4.800551210768366,4.83188056151818
1303530635682511638,231621397,12,4.58,4.523781595326941,4.627444987687039,4.675471290059946,4.451852005386655
1303531132432659684,231621397,4,3.75,3.7691053047479652,4.506371917820801,4.4928483446709215,4.399974145977135
1305057668324162921,231621397,6,4.67,4.537560299864227,4.605344930764222,4.694299787978027,4.420496508893928
1305116940585276604,444801189,11,4.73,4.6587478260107655,4.6498446665887805,4.658760400580357,4.092049844320691
1305117030072711249,444801189,126,4.35,4.35148854796553,4.472771056444075,4.439485381769495,4.208094356847168
1305117385952118832,444801189,36,4.33,4.328525988030917,4.546875674253277,4.505346381540072,4.1459582366826915
1305607883704177430,665661069,21,4.76,4.72749421012384,4.69909388178002,4.752968690060775,4.750668890564941
1308158278539672239,205038144,7,4.86,4.720876672644864,4.638894863913782,4.712281816071237,4.72147442172424
1310873000759594316,316474752,10,4.7,4.630958663576519,4.642611495162152,4.649512801799901,4.675673032364622
1311596983733302968,103518243,5,5,4.770873178763805,4.623623672514334,4.672718820758637,4.730206122982445
1312487049884480025,666495092,27,5,4.964092666834465,4.80127606377388,4.840099615855087,4.867120873391683
1309598204433644642,23868972,1,4,3.781262080272537,4.4764644606251665,4.495505740516212,4.619232578138578
1313007325928066732,102520412,1,5,4.2077577458475375,4.4942507989001665,4.4910936683825105,4.61701557658772
1313091649948812499,500424022,8,4.88,4.752590190510679,4.655024203468619,4.730805004570321,4.748012850248089
1320995437385962149,2444375,2,5,4.511155963660251,4.5495408020729835,4.574801691539038,4.66017055369646
1313154475172338253,287734649,38,4.76,4.745365500385568,4.732308173009871,4.7709497679815005,4.821393459338997
1315215233287972992,162523434,5,5,4.781368114763804,4.624548287339334,4.67461733642098,4.726981161403949
1315887518350859769,429139117,1,5,4.239544470847537,4.496453481075166,4.492399156470696,4.731412927865691
1323371749117119260,669747852,50,4.76,4.749308250742786,4.74578303725132,4.763571505394074,4.770103697735529
1324842271376327087,7679576,8,5,4.859879338560679,4.671237561968619,4.724575382601503,4.872055073828722
1327596842143863096,19415344,4,5,4.724125839572965,4.607688704020801,4.653614953385956,4.70056971417143
1328117627428097988,256175596,19,4.58,4.550702469922854,4.641543971112053,4.653820284306813,4.678515023012303
1329893960156131286,7679576,11,5,4.903811176010766,4.701609920488781,4.7572717493455885,4.886783302499778
1329693092097404878,304485690,16,4.75,4.701712638698393,4.679487721016436,4.715241650313941,4.768278324336399
1332558868270237085,5211945,4,5,4.725844752647965,4.603280979995801,4.648458733038986,4.70394935724927
1334725386206953951,444801189,2,3.5,3.5846846570602513,4.489098924572984,4.366411447078584,4.009898237515406
1340536344982516798,496751383,3,4.67,4.404292764926513,4.559658295116404,4.62655010251676,4.657556558816303
1341228670970129840,6733611,1,5,4.216477562522537,4.499856449050166,4.500741493853021,4.62011608941009
1338499450382983777,674188438,1,4,3.788983470397537,4.478457995625166,4.495698294360352,4.58315000941737
1338948548732082627,444801189,3,1.33,2.060647493179763,4.369732018166404,3.9320178423918772,4.025644067720006
1342728610672695617,2774995,10,5,4.877159071751518,4.693238648937152,4.745436518347684,4.781791108247098
1344139007796030099,509387733,47,4.91,4.892518829046854,4.816374665950786,4.843410775969061,4.945031015709487
1344152878171971487,509387733,41,4.88,4.861517914420424,4.789296153010804,4.830268613499972,4.939407768044859
1344296546877910839,47015703,10,4.9,4.798144813826519,4.674795558962152,4.755349972506149,4.757846625525382
1344528328375645969,96328364,12,4.67,4.612437073076941,4.647139068037039,4.675728939930296,4.706686840078405
